word,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13
473,144,278,78,15,17,38,11,63,21,7,6,14,1,0
474,2,2,0,9,2,12,0,0,0,1,0,2,0,0
475,6,1,3,1,1,0,4,1,1,0,0,0,0,0
476,369,8,10,6,13,10,11,3,3,1,3,0,0,0
477,0,0,0,0,0,3,1,0,0,0,0,0,0,0
478,12603,11640,7038,4883,1991,2737,3824,3502,1956,2170,1768,832,1273,399
479,38,87,11,25,0,17,1,7,9,2,4,1,1,0
480,4,0,1,1,0,1,1,0,0,1,0,0,0,0
482,108,186,59,108,74,213,26,624,118,27,12,170,3,2
483,18,13,120,103,72,32,15,2,5,22,1,2,3,5
484,1,7,3,1,2,1,3,0,0,3,1,0,0,1
485,292,167,325,248,120,435,199,66,187,44,675,40,8,9
486,14635,16670,12440,5093,4389,4349,4501,4840,2703,2029,4148,914,1054,245
488,0,7,0,0,1,4,0,0,0,0,0,0,0,0
489,651,141,451,844,85,114,93,67,191,1106,44,97,20,73
490,247,455,480,529,104,804,105,139,53,58,41,47,23,30
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,13,0,14,17,0,26,1,1,1,3,0,1,0,0
493,2,0,0,1,0,0,1,0,3,1,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495,3713,3264,4712,1857,537,934,1060,1110,598,671,445,727,169,108
496,698,754,819,1082,284,450,191,186,157,129,66,43,26,52
497,0,0,0,0,0,1,1,0,0,0,0,0,0,0
498,453,166,602,410,926,573,95,74,35,233,16,18,14,13
499,2435,4348,3996,1299,1010,1406,1021,1190,318,274,309,128,125,64
500,161,99,315,229,32,16,112,20,97,123,41,17,7,1
501,31,26,8,1,0,31,4,5,2,0,0,0,2,0
502,51,46,81,42,7,9,7,35,14,15,6,2,4,1
503,5,1,26,28,8,5,3,0,1,2,1,24,0,4
504,24,6,5,33,9,11,9,1,20,1,0,18,2,2
505,2134,508,322,833,521,486,265,154,811,95,134,342,7,27
506,2,0,0,3,0,1,0,0,0,0,0,0,0,0
507,6496,4224,8351,4078,2272,4816,2146,1556,1045,1100,549,528,212,238
508,0,2,0,0,0,1,0,0,0,0,0,0,0,0
509,5,3,212,108,36,14,4,1,21,6,4,4,0,0
510,19,4,17,35,7,6,12,4,16,10,50,12,1,0
511,0,0,0,1,0,0,0,0,0,3,0,1,0,0
512,20301,12707,17609,10164,3733,3470,5965,4224,3589,3736,3694,1639,699,374
513,64,67,18,25,10,16,7,20,3,1,1,13,19,7
515,846,541,511,254,130,502,460,226,115,61,63,7,13,5
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1860,930,9628,2986,1914,1408,640,228,1085,293,350,223,232,24
518,1934,236,453,963,153,699,234,50,934,121,123,79,6,38
519,426,547,622,356,389,667,72,110,221,113,43,63,3,28
520,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,3,0,0,1,17,3,0,0,0,0,0,0,0,0
522,0,0,0,2,0,0,0,0,1,3,0,0,0,0
523,96,250,585,56,45,108,83,172,49,13,7,16,113,3
524,0,0,0,2,0,0,0,0,0,2,0,0,0,0
525,7,33,0,35,1,21,6,0,1,0,4,0,0,0
526,0,0,0,0,1,1,0,0,0,0,0,0,0,0
528,5,0,25,14,0,33,3,0,1,0,0,0,2,0
529,191,82,223,270,44,103,31,32,14,134,20,6,11,5
530,1,0,0,79,0,1,0,0,0,0,0,1,0,0
531,16305,13342,19982,13407,6763,8705,4772,4023,2568,3315,2108,1596,669,506
532,10651,5043,2137,1372,500,146,494,1583,267,1084,253,193,67,34
533,147,207,103,161,18,31,22,71,68,35,36,67,6,3
534,2,14,1,0,8,3,0,1,0,0,1,0,0,0
535,9662,8873,13121,5597,3141,3954,3586,3286,1612,1658,1091,543,422,218
536,898,292,578,620,89,339,361,183,197,182,62,190,45,70
537,1,3,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,18,28,17,7,3,25,5,4,6,2,10,0,2,0
540,7,1,7,79,1,7,1,0,17,12,2,33,0,2
541,13910,10206,7306,6836,2016,2334,2099,3221,1869,986,1789,330,412,192
542,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,3340,2290,4259,3040,877,1661,2854,922,902,583,393,250,139,241
544,9202,12498,15089,8354,2920,5185,3627,3702,1858,1859,1269,971,703,261
545,11,28,2,26,16,7,7,0,6,0,3,2,0,0
548,6,12,0,3,0,1,0,1,0,0,1,0,0,0
549,0,0,0,1,0,0,0,0,0,0,0,1,0,0
550,538,142,1110,150,180,208,43,45,19,174,25,23,21,15
551,96,6,26,48,7,56,5,2,2,14,1,3,0,0
552,2,2,2,0,1,1,1,2,0,0,0,2,0,0
553,24,25,9,64,30,5,18,2,36,7,29,10,0,0
554,761,206,1603,807,139,685,253,124,120,167,77,49,21,33
555,133,109,512,187,35,190,194,33,47,40,21,60,8,61
557,10,6,52,23,4,12,7,2,1,44,1,1,0,0
558,40,25,40,51,19,49,20,4,10,6,2,1,4,3
559,2,0,0,1,0,0,0,0,0,9,0,0,0,0
560,831,32,94,108,9,54,20,5,24,77,20,14,5,5
561,342,192,510,362,67,763,147,98,42,64,26,11,27,20
562,308,117,714,205,160,577,154,64,49,38,54,30,16,8
563,2,1,1,1,0,10,1,3,3,0,2,0,0,0
564,61,52,212,138,8,15,18,24,12,34,15,6,3,0
565,6723,6963,9715,5669,1298,2381,1709,2490,938,872,550,503,530,181
566,1123,817,2444,603,733,427,438,231,226,190,110,90,91,45
567,3,1,0,1,0,7,2,0,0,0,0,0,0,0
568,1,0,0,1,0,0,0,0,0,17,0,0,0,0
569,4212,4864,5368,3941,2128,1700,836,1388,585,854,359,384,230,82
570,34,3,6,9,4,16,2,0,33,2,2,27,0,0
571,829,810,1536,854,216,525,238,321,324,236,181,31,17,8
572,311,37,260,739,88,308,59,11,39,80,23,35,10,18
573,3,3,0,2,30,2,0,0,0,1,0,0,0,0
574,57,47,39,172,23,31,12,24,21,14,18,3,0,0
575,0,0,0,14,0,0,1,0,0,0,0,0,0,0
576,0,0,1,2,0,1,1,0,0,1,0,2,0,0
577,123,18,286,76,43,73,22,20,9,17,10,8,11,4
578,3328,1584,3801,2871,1169,1081,1405,595,390,1468,303,223,184,30
579,42,5,74,41,9,54,16,10,37,16,3,9,4,2
580,753,852,4145,954,498,245,126,152,320,74,121,66,152,8
581,67,40,403,671,15,69,40,20,7,3,2,19,3,2
582,4,10,4,2,25,4,4,32,1,0,2,0,0,3
583,1895,744,1796,2588,575,1442,869,443,243,189,143,75,33,12
584,3660,5012,6348,6758,2077,4794,1293,598,377,402,245,455,346,94
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,16,9,143,160,17,10,14,3,20,9,5,27,1,9
587,1,1,0,1,1,16,2,0,2,0,0,0,0,0
588,12,2,25,8,0,4,4,0,5,1,1,0,2,0
589,2,0,1,0,1,0,0,0,0,0,0,0,0,0
590,9,43,8,32,2,18,14,12,21,14,1,7,1,4
591,1220,728,9328,2444,2737,3967,396,328,301,501,86,294,306,163
592,70,218,53,61,629,84,44,22,81,34,68,4,2,2
593,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,3,0,7,2,8,2,1,0,0,1,0,0,0,0
595,0,0,3,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,1,0,0,0,0,1,0,0
598,2,0,0,0,0,0,3,1,0,0,0,0,0,0
599,3,0,50,17,1,44,7,0,1,0,0,0,0,0
600,2730,6818,6904,2165,1228,979,586,2421,520,401,378,188,292,44
601,0,0,0,0,0,10,2,0,0,0,0,0,0,0
602,26,44,67,13,6,1,8,19,6,5,4,1,0,1
604,14,165,45,24,2,40,13,20,7,4,3,0,0,1
605,14,13,65,24,10,9,6,4,1,5,2,3,0,1
606,11811,16358,6755,3286,1701,2628,3603,5405,1922,858,1253,749,762,191
607,10,2,20,11,0,2,1,1,3,3,1,0,0,0
608,0,1,1,0,0,7,0,0,0,0,0,0,0,0
609,4,1,0,2,0,0,8,0,0,0,2,0,0,0
610,69,68,172,134,81,290,25,13,21,13,13,4,3,4
611,128,105,210,266,43,40,40,39,33,55,44,4,6,1
612,5,15,50,2,18,6,2,7,14,0,0,0,1,0
613,15,2,7,2,4,3,0,0,1,0,0,0,0,0
615,28,2,2,3,16,3,0,3,13,8,15,6,1,1
616,0,0,0,4,1,0,0,0,0,0,0,0,0,0
617,6,0,14,24,4,19,6,2,5,1,4,2,1,1
618,0,0,3,0,0,1,0,0,0,0,1,0,0,0
619,26456,27236,22910,14949,9383,8941,8022,7504,4220,4095,4353,1611,1113,482
620,25,23,47,41,16,104,13,22,9,3,5,15,4,2
621,28,10,52,106,9,58,17,2,12,9,2,223,2,4
622,134,62,91,58,47,33,14,16,18,14,6,2,4,8
623,11405,17659,6384,2777,1657,1502,2667,4970,1970,721,2008,793,594,100
624,0,0,0,0,0,0,0,0,2,0,0,0,0,0
625,0,0,1,0,0,4,0,0,0,0,0,0,1,0
626,1,0,0,5,0,2,2,0,3,1,0,2,1,0
627,4,2,14,40,1,4,1,0,0,0,0,0,0,0
628,1271,1062,2773,1731,228,712,220,416,170,731,168,214,200,82
629,0,1,0,0,0,0,0,0,0,1,0,0,0,0
630,2,1,7,0,1,0,1,0,0,2,0,2,1,0
631,499,300,707,222,86,70,209,108,114,123,179,18,39,7
632,1891,3762,3255,1403,790,1048,507,1210,160,251,213,71,178,56
633,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,1295,1591,514,1046,98,662,164,665,196,200,130,21,40,53
635,16,3,32,14,18,21,13,11,1,4,2,48,4,1
636,0,0,0,1,0,1,0,0,0,0,0,0,0,0
637,6,9,4,16,1,14,3,3,1,7,6,4,0,1
638,1,0,0,0,6,0,0,0,0,0,0,0,0,0
640,0,1,0,0,0,4,0,1,0,0,0,1,0,0
641,5196,3172,5056,5539,2780,3530,1264,748,642,843,335,155,165,98
642,162,560,335,109,45,209,141,84,45,28,90,41,24,9
643,9,47,4,5,2,41,18,8,9,1,0,0,0,0
644,141,55,220,96,107,19,35,24,58,48,29,12,2,2
645,542,399,185,377,51,118,104,69,102,43,49,20,6,0
646,765,285,214,259,243,856,223,180,39,20,8,4,6,0
647,2,4,0,3,7,18,2,3,3,0,0,0,0,0
648,38314,32903,30696,21771,14459,12168,9546,8507,7579,5837,4706,3086,1501,902
649,0,1,0,2,0,1,0,0,0,0,1,0,0,0
650,1,3,0,0,1,1,0,0,0,0,0,0,0,0
651,99,26,81,65,16,36,12,14,36,13,5,15,1,7
652,1021,1555,4079,1459,329,2572,514,601,221,394,160,140,105,57
653,25,28,54,73,17,15,21,14,5,3,1,0,1,0
654,287,260,2679,492,378,179,69,29,24,32,47,25,198,16
655,1,10,2,0,2,0,0,1,0,0,0,0,0,0
656,10720,9522,8911,5249,2981,4430,3376,3301,2033,1882,1150,747,340,294
657,707,187,1757,753,332,799,3329,100,149,126,65,71,46,45
658,0,0,0,0,0,1,0,0,0,0,0,2,0,0
659,1257,786,3153,2195,499,811,306,586,232,203,173,28,95,14
660,268,1177,149,172,581,745,157,218,15,53,77,1,10,3
661,0,0,0,0,0,0,0,0,0,6,0,0,0,0
663,7237,6173,6520,3472,1441,2209,2192,2485,787,710,581,282,469,182
664,0,0,0,0,0,0,2,0,0,2,0,0,0,0
665,1,0,0,3,0,3,1,0,3,1,0,4,0,0
666,0,1,0,0,0,0,0,0,0,0,0,0,0,0
667,1101,1232,330,605,663,1024,139,486,98,134,69,28,47,15
668,3,11,5,1,6,6,3,6,1,5,1,0,1,1
669,30151,23947,28000,19082,9647,11074,8572,7145,5459,4863,2984,2724,1284,797
670,7730,10513,599,668,1594,948,826,2776,2295,454,1263,51,53,37
671,8873,4289,10391,5041,3375,1249,1658,1380,1582,2594,1108,426,219,196
672,396,342,396,662,70,370,139,58,102,116,111,32,34,29
673,69,14,1,4,1,6,22,17,53,4,2,2,0,0
674,98,26,264,88,41,18,45,13,25,19,4,30,0,2
675,3,0,1,1,1,20,0,0,1,0,5,2,0,0
676,909,296,462,1039,228,361,848,78,137,305,63,44,7,13
677,757,415,5223,357,472,1537,212,194,46,103,47,8,50,7
678,6,1,12,26,1,21,9,0,6,1,0,5,1,4
679,55,17,17,108,3,36,24,12,32,52,14,1,0,4
680,0,0,2,0,0,0,0,0,0,0,0,0,0,0
681,21,25,59,30,14,63,81,4,2,4,1,5,0,11
682,56,25,51,151,60,21,28,14,31,12,4,0,0,1
683,2,0,0,0,0,0,0,0,0,0,0,0,0,0
684,16,183,27,2,0,29,20,16,6,1,5,1,0,0
685,5,1,6,8,5,6,3,0,3,1,0,1,1,0
686,1769,2135,1118,981,1006,1095,460,635,457,320,174,285,92,88
687,0,1,0,0,0,0,0,0,0,0,0,1,0,0
688,279,42,20,16,9,16,24,29,74,3,5,3,0,1
689,0,0,0,0,0,4,0,0,0,0,0,0,0,0
690,8,10,21,19,3,7,9,10,2,1,4,2,1,0
691,5,1,16,32,16,51,3,0,3,6,0,1,0,10
692,0,1,0,0,0,0,0,1,0,1,0,0,0,0
693,68,68,74,24,10,7,5,76,10,13,6,3,0,0
694,11,0,0,0,1,0,1,1,0,0,0,0,0,0
695,3,14,3,16,1,16,5,0,23,0,0,6,0,0
696,0,0,16,4,0,5,2,0,0,3,0,0,0,0
697,151,124,154,553,123,159,131,27,169,45,784,7,8,5
698,60,25,353,140,20,102,85,11,36,24,12,22,15,11
699,863,83,62,207,25,227,264,58,121,36,355,77,4,6
700,27,20,24,51,7,15,22,6,12,6,2,6,0,2
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,1,0,0,0,0,0,0,0,0
703,0,0,0,1,0,0,0,0,0,0,0,0,0,0
704,12,7,34,18,6,7,3,3,1,6,0,4,2,3
705,0,0,0,0,0,0,0,0,0,5,0,0,0,0
706,19,7,8,9,3,2,1,0,5,3,3,1,1,0
707,6,130,7,109,2,2,12,41,8,6,9,7,0,0
708,14,9,27,42,7,74,11,2,1,7,1,1,3,1
709,9,5,6,74,7,34,6,1,19,0,2,2,1,0
710,154,55,4,22,2,8,5,65,43,6,8,19,1,2
711,131,51,243,253,74,327,89,28,332,15,27,49,11,8
713,41,33,35,46,119,126,13,2,5,16,6,1,0,2
714,27,8,64,19,2,19,13,3,10,0,1,5,9,2
715,325,61,137,112,14,213,46,7,40,9,363,7,1,11
716,0,0,7,2,1,1,1,0,1,2,0,0,0,2
717,0,0,0,0,0,0,1,0,0,0,0,1,0,0
718,1,1,3,12,16,0,0,0,0,0,0,0,1,1
719,0,0,0,1,0,0,0,0,0,0,0,0,0,0
720,98,11,112,118,18,137,37,11,43,18,64,14,0,4
721,1,0,0,1,1,0,2,0,0,35,0,0,0,0
722,39,45,43,185,15,53,20,8,19,17,6,2,0,1
723,0,0,0,0,0,0,1,0,0,0,0,0,0,0
724,63,186,51,63,90,69,17,28,20,5,15,0,3,1
725,0,0,7,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,1,0,0,0,0,0,0,0,0,0
727,160,84,280,226,26,179,131,51,25,31,9,60,8,17
728,24,148,9,29,11,43,26,13,52,1,3,0,3,0
729,2170,2331,3956,1208,1247,1292,1072,738,438,247,220,161,135,107
730,13163,7373,5360,2342,1746,3469,2794,2945,2670,1306,952,240,260,123
731,4,1,5,84,3,5,5,3,1,8,0,8,0,0
732,190,120,723,460,90,286,120,64,64,62,62,51,21,39
733,69,66,133,90,119,195,49,12,33,29,65,7,4,5
734,710,866,5835,1043,2547,187,150,208,145,163,144,56,189,6
735,1,0,0,0,1,3,0,0,0,0,0,0,0,0
736,7000,6423,5113,3621,4810,3304,3079,2098,1334,1206,1618,207,444,139
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,1,0,0,0,0,0,0,0
739,64,59,123,209,16,110,42,21,39,30,151,22,2,3
740,377,235,797,490,285,630,461,93,77,73,47,62,32,27
741,93,38,46,355,22,41,53,26,55,23,22,3,0,0
742,15518,14523,21081,10993,3944,7293,4189,4905,3154,2373,1819,1485,853,436
743,729,409,131,214,93,49,90,222,175,42,101,139,9,3
744,28,10,0,6,25,5,2,0,0,1,1,0,0,0
745,58,12,20,19,24,46,21,5,9,4,1,2,2,0
746,219,177,632,229,108,768,51,58,44,73,30,5,18,7
748,1,0,0,0,0,0,1,0,1,0,0,0,0,0
749,1,21,0,0,0,0,0,0,0,0,2,0,0,0
750,627,466,794,640,345,450,1579,237,174,319,90,135,43,15
751,6926,9215,7033,3953,1737,2365,1507,2894,1062,746,1637,500,287,210
752,114,84,112,324,150,180,45,17,41,36,127,51,8,6
753,41,19,25,86,15,30,29,7,5,20,4,43,0,2
754,0,2,1,0,1,0,14,0,2,0,0,2,0,0
755,20,48,4,16,24,6,25,7,1,2,5,1,0,0
757,97,53,200,88,339,83,35,28,10,30,7,126,2,24
758,330,157,393,311,391,734,326,118,87,60,36,296,18,13
759,0,1,0,1,0,0,0,0,0,0,0,0,0,0
760,1402,906,755,655,754,450,454,463,467,314,457,188,44,39
761,9524,8390,10549,6656,4699,3018,4777,2672,2082,1705,1149,548,376,351
762,80,115,84,62,28,49,16,39,16,32,10,6,5,5
763,5522,715,2009,960,406,612,494,208,451,325,116,273,58,57
764,6597,7132,2552,2989,1027,1212,1324,2479,1175,1335,1865,140,93,75
765,11,4,13,7,2,2,7,2,5,6,3,1,0,1
766,0,0,0,1,0,1,0,0,0,0,0,0,0,0
768,523,962,1438,502,517,540,164,186,65,57,59,6,127,4
769,2,1,1,2,0,0,1,0,2,0,0,0,0,0
770,9,13,49,199,36,146,4,4,4,6,1,1,3,3
771,0,0,0,0,0,6,1,0,0,0,0,3,0,0
772,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,0,0,3,2,0,6,0,0,0,0,0,2,0,0
774,73,1,0,0,0,0,2,0,1,0,0,1,0,0
775,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,14,0,0,0,0
777,1026,267,1461,350,180,381,235,70,77,133,29,61,62,15
778,21,7,848,695,10,26,8,5,7,41,5,8,3,6
779,57,5,11,4,13,25,8,1,8,2,0,35,1,2
780,55,163,205,24,543,15,26,10,6,6,6,1,2,1
781,851,1569,3335,617,1143,272,221,203,88,90,39,26,170,8
782,7,5,4,27,4,18,7,1,2,5,21,2,1,0
783,13,10,92,25,6,45,5,3,1,9,0,1,1,1
784,1,4,0,0,0,1,2,0,3,1,0,0,0,0
785,87,448,102,226,91,230,88,49,27,9,13,5,3,2
786,3,3,3,2,3,0,2,0,0,1,2,0,0,0
787,0,0,0,0,0,4,0,0,0,0,0,0,0,0
788,899,470,632,854,285,1013,256,176,114,109,66,34,17,50
789,196,72,390,219,50,621,60,44,32,33,19,11,27,16
790,5130,3901,6962,4465,1189,1232,4201,1192,801,734,769,135,753,192
791,213,34,547,733,15,57,28,10,13,794,10,16,1,3
792,0,0,0,0,0,1,1,1,0,0,0,0,0,0
793,44,0,2,15,0,1,1,0,15,0,3,0,0,0
794,3708,2737,4512,4973,860,3002,1358,1223,1896,950,1294,924,204,263
795,158,150,166,357,16,67,26,79,30,16,21,2,9,5
796,1505,882,2396,1642,665,1619,806,295,269,178,146,74,39,65
797,27,9,170,136,10,46,38,7,4,7,1,4,1,4
798,0,6,0,2,4,6,3,4,0,0,1,0,0,0
799,2,3,3,19,19,5,3,0,0,0,0,2,1,0
800,0,1,0,0,0,0,0,0,0,8,0,1,0,0
801,0,0,1,2,0,0,0,0,1,0,2,1,0,0
802,411,559,337,691,50,232,72,70,253,179,130,175,39,119
803,21944,16828,22874,18863,9698,10191,6693,5497,3792,3923,2420,1536,640,371
804,51,74,38,114,34,103,33,22,11,7,4,30,4,2
805,66,56,148,114,36,31,13,15,6,39,8,106,6,4
806,24,33,61,61,7,33,14,1,8,19,0,0,0,1
807,1,0,0,2,0,0,0,0,0,0,0,0,0,0
808,0,1,0,0,0,1,0,0,0,0,0,0,0,0
810,8036,4068,1283,3988,426,216,1229,256,304,1722,126,443,119,37
811,1079,1119,1025,1082,301,560,200,201,115,154,155,33,33,5
812,1347,521,3743,1703,1024,2674,595,209,219,137,74,524,162,67
813,6,0,2,13,2,3,0,0,0,4,0,0,0,1
814,0,0,0,0,0,0,2,0,0,0,0,0,0,0
815,0,0,2,3,4,3,2,0,0,0,0,0,0,0
816,256,111,153,260,73,468,82,25,611,35,169,99,9,12
817,149,170,423,409,55,207,108,63,54,95,27,70,12,21
819,0,0,0,0,0,0,0,0,0,3,0,0,0,0
821,3,21,0,0,5,0,2,19,14,0,0,1,1,0
822,0,1,0,6,2,16,1,0,2,2,0,0,0,0
823,76,26,84,64,27,253,34,13,54,52,20,50,3,7
825,1,0,0,0,0,1,0,0,0,0,0,0,0,0
826,9546,8626,8072,5370,2693,4763,3149,2715,1316,2218,1485,684,521,226
827,5872,6947,7264,3251,1705,2479,1874,2405,901,748,832,331,331,139
828,0,0,1,1,0,1,0,0,0,0,0,0,0,0
829,0,0,0,0,0,1,0,0,0,0,0,0,0,0
830,177,79,278,373,43,349,72,43,32,8,19,10,6,3
831,29,7,16,16,10,9,13,2,6,2,1,51,2,2
832,2451,1254,483,775,126,79,219,289,154,395,57,161,23,9
833,2,0,4,12,1,4,1,0,0,1,0,5,0,0
834,2,2,0,1,1,2,0,2,0,1,0,0,0,0
835,18,3,80,91,5,4,3,3,6,43,3,24,9,1
836,0,0,0,0,0,0,0,0,0,0,0,1,0,0
837,19,3,21,30,4,19,6,1,2,5,1,3,0,3
838,48,30,38,16,32,24,5,11,11,18,73,4,4,3
839,15,303,2,11,0,0,20,2,0,13,0,7,0,0
840,1,0,1,0,0,2,0,0,0,0,0,0,0,0
841,20,2,22,93,7,22,10,1,19,32,7,8,0,17
842,0,0,0,0,0,0,0,0,0,2,0,0,0,0
843,377,327,261,256,122,271,178,96,94,123,250,111,11,27
844,19,6,12,34,12,46,13,1,15,2,1,1,0,1
845,4,3,1,22,1,4,11,8,5,1,5,0,0,0
846,0,2,6,4,3,2,1,0,1,0,0,1,0,0
847,9742,6453,5577,2245,808,273,559,1131,298,1568,267,330,111,78
848,3390,763,616,406,158,275,357,185,266,99,119,238,35,26
849,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,38,91,92,58,31,44,12,26,15,1,24,3,6,0
851,504,771,805,602,738,2299,176,231,51,204,44,22,49,69
852,65,34,222,104,11,29,7,12,16,26,35,3,6,4
853,944,288,1585,742,123,574,367,125,227,152,75,192,70,116
854,152,168,174,122,78,95,47,30,58,13,18,9,2,7
855,4,0,0,2,0,5,0,0,0,5,0,1,0,0
856,1033,130,966,1457,97,782,351,67,146,276,84,32,17,68
858,4,5,19,8,0,7,9,2,1,1,1,1,0,0
859,394,275,340,358,48,80,39,45,98,63,79,5,1,13
860,1,2,0,3,3,1,0,1,0,0,0,0,0,0
861,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,1,16,0,1,6,5,2,2,2,1,0,6,0,0
863,7,35,6,14,8,12,2,0,7,12,3,23,0,0
864,7,22,5,9,4,21,9,7,1,3,1,3,0,0
865,0,1,2,0,0,1,0,0,0,0,0,0,0,0
866,1,11,0,0,2,0,0,5,2,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,5195,18725,872,527,672,356,705,4866,518,311,659,67,208,6
869,2465,2078,1101,1805,548,1489,464,885,666,463,334,135,88,22
870,1,2,1,0,0,0,0,1,1,23,0,0,0,0
872,7135,7154,13574,3615,4549,3781,2517,2036,1239,1208,747,313,327,186
873,3921,3124,4019,3142,1947,1281,1186,991,820,681,951,301,149,103
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,21,33,2,12,5,79,8,10,51,0,33,0,0,1
876,1,0,0,0,0,0,0,0,0,0,0,0,0,0
877,0,1,0,0,0,0,0,0,0,0,0,0,0,0
878,136,357,371,236,47,391,83,91,34,79,15,16,12,27
879,234,50,1132,966,470,741,210,34,49,66,30,13,24,3
880,0,1,1,0,0,0,0,0,0,0,0,0,0,0
881,157,236,306,308,238,330,81,42,38,41,16,26,17,35
882,1,0,3,0,3,3,0,0,0,0,0,0,0,0
885,12282,14757,7917,3958,3915,2486,4852,2795,1321,1413,4794,533,276,200
886,5850,882,772,140,44,81,219,240,55,126,23,13,435,4
887,70,29,16,32,12,18,30,6,19,176,22,2,0,1
888,7,3,11,11,3,7,9,3,20,5,38,2,0,1
889,2035,504,1047,912,284,702,603,216,170,501,133,133,30,54
890,0,5,0,0,3,1,0,19,0,1,0,9,0,0
891,292,29,122,214,40,146,23,10,78,20,14,89,1,5
893,4372,2332,8865,6331,1601,3543,1295,1388,635,1171,813,250,182,125
894,2815,2053,1741,1973,1945,2161,1645,697,361,244,264,151,90,32
895,191,51,1077,568,96,160,97,23,212,50,60,38,124,9
896,88,65,168,43,31,48,41,20,12,9,34,4,15,1
898,1,12,8,1,12,8,0,2,0,0,0,0,0,0
900,38500,36453,31287,22066,14999,12225,9772,8720,7409,5758,4876,3049,1689,850
901,17,123,27,99,5,18,22,8,4,1,9,2,0,1
902,2240,2358,6859,1541,2242,1037,3079,469,446,573,219,120,390,37
903,941,527,3321,2389,718,382,342,89,206,213,129,105,32,45
904,2,0,0,0,1,0,0,0,0,0,0,0,0,0
905,0,5,0,0,0,4,1,0,1,0,0,3,0,0
906,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,31,7,113,124,45,50,23,15,2,10,22,5,0,0
908,530,2340,1195,445,117,214,228,705,156,93,44,175,54,41
909,1,0,8,8,1,9,1,2,0,0,0,0,0,0
910,20594,18151,14152,9365,7560,6878,6255,5289,2818,2832,2114,846,889,560
911,7,2,4,4,1,16,3,1,0,0,0,0,0,0
912,19,17,179,62,28,12,12,3,6,4,0,0,0,1
913,24149,16731,15488,13632,8235,9645,6134,4954,5628,4892,3195,1077,895,632
914,2,0,0,5,0,5,0,0,0,0,0,0,0,0
916,12,7,42,24,10,10,11,0,22,20,3,9,0,6
917,5,1,0,1,0,7,1,2,4,6,1,1,0,0
918,5,32,21,67,2,10,3,1,1,2,5,1,0,1
920,4522,3836,4117,4916,1780,2986,5191,887,1009,1883,1246,208,237,132
921,2,2,0,34,0,0,1,0,0,0,0,0,0,0
922,12562,16342,5713,3589,2819,1293,2220,2289,876,797,4323,266,96,47
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,7,4,8,3,4,8,8,1,8,0,6,8,0,0
925,3,2,0,0,0,3,0,0,0,0,1,0,0,0
926,191,104,540,549,267,116,54,27,19,47,10,42,6,18
927,33,8,65,60,16,127,1,8,1,5,3,9,3,1
928,0,0,0,0,0,1,0,0,0,0,1,2,0,0
929,0,3,1,5,0,5,1,1,3,2,0,1,0,0
930,2248,3641,1551,1055,1569,3224,1116,918,431,381,453,110,200,25
931,1,0,0,0,1,0,0,0,0,0,0,0,0,0
932,1804,2043,1072,656,565,746,165,677,201,167,101,315,109,65
933,90,7,73,171,61,22,4,4,3,81,0,1,1,1
934,3,0,0,1,0,5,2,0,1,1,0,1,0,2
935,0,0,0,0,0,0,2,0,0,1,0,0,0,0
936,7888,2336,2167,1430,407,1383,1586,931,495,307,303,147,160,29
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,364,260,1375,666,189,263,206,77,143,91,107,94,248,17
939,73,16,96,102,52,202,43,7,9,27,7,144,3,9
940,5,3,18,78,1,13,1,0,2,15,1,2,0,3
941,5,2,3,1,3,14,13,7,1,0,0,1,0,0
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,18,1,51,97,9,114,21,5,2,7,3,6,1,10
944,14,9,11,47,7,14,6,4,4,31,2,4,0,2
945,235,94,506,1474,44,203,86,91,168,124,34,445,12,127
